event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2020-09-28 00:00:36+00:00,view,3698756,2144415925011480748,stationery.cartrige,lexmark,115.76,1515915625520368536,XB8kmvIuey,2020-09-28
2020-09-28 00:01:11+00:00,cart,3658397,2144415925196030129,electronics.telephone,honor,113.17,1515915625520368342,nWhOZjqzmd,2020-09-28
2020-09-28 00:01:12+00:00,view,367545,2144415925011480748,stationery.cartrige,nv-print,14.08,1515915625482329039,Xrguq2S196,2020-09-28
2020-09-28 00:06:53+00:00,view,546627,2144415938164818447,,,250.02,1515915625520369060,sA16iynmq8,2020-09-28
2020-09-28 00:09:48+00:00,view,481930,2144415921505042512,,,10.05,1515915625520369205,kz7StJO6sC,2020-09-28
2020-09-28 00:14:26+00:00,view,87418,2144415926445932750,electronics.audio.acoustic,morel,83.97,1515915625520369484,MLuR95hR0t,2020-09-28
2020-09-28 00:21:10+00:00,view,4078606,2144415959446716516,appliances.environment.vacuum,kitfort,161.27,1515915625520370121,avNEMFzPui,2020-09-28
2020-09-28 00:22:40+00:00,view,1413931,2144415924491387038,computers.components.motherboard,gigabyte,140.79,1515915625520370303,gkhI9Pkza5,2020-09-28
2020-09-28 00:23:04+00:00,cart,1413931,2144415924491387038,computers.components.motherboard,gigabyte,140.79,1515915625520370303,gkhI9Pkza5,2020-09-28
2020-09-28 00:23:04+00:00,view,1756865,2144415928333369601,,kromax,37.3,1515915625520370238,aB56XAYsES,2020-09-28
2020-09-28 00:27:10+00:00,view,1036406,2144415926848585945,,zalman,50.25,1515915625520370703,k4RLfRqDBv,2020-09-28
2020-09-28 00:29:01+00:00,view,328919,2144415924424278172,electronics.audio.acoustic,bbk,94.6,1515915625520369944,7VADfvf4IW,2020-09-28
2020-09-28 00:30:37+00:00,view,1843507,2144415923207929981,auto.accessories.player,pioneer,153.83,1515915625520370947,JXVPBZxyTz,2020-09-28
2020-09-28 00:30:49+00:00,cart,1843507,2144415923207929981,auto.accessories.player,pioneer,153.83,1515915625520370947,JXVPBZxyTz,2020-09-28
2020-09-28 00:31:34+00:00,view,1843507,2144415923207929981,auto.accessories.player,pioneer,153.83,1515915625520370947,JXVPBZxyTz,2020-09-28
