event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2020-10-03 00:00:16+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625521902173,2s9kmfs0op,2020-10-03
2020-10-03 00:00:23+00:00,view,180228,2144415926932472027,computers.components.cooler,zalman,11.13,1515915625521902385,Liulc3hn3D,2020-10-03
2020-10-03 00:00:28+00:00,view,4099841,2144415922125799520,,palmexx,56.67,1515915625521902894,5Ml9kL5d9r,2020-10-03
2020-10-03 00:00:55+00:00,view,289937,2144415927611949295,electronics.audio.acoustic,hama,11.24,1515915625521882374,FLZHlgkMb1,2020-10-03
2020-10-03 00:01:34+00:00,view,4026795,2144415927049912542,electronics.video.tv,bbk,167.62,1515915625521902966,l5JtJJPZfS,2020-10-03
2020-10-03 00:02:53+00:00,view,168996,2144415927611949295,electronics.audio.acoustic,buro,10.46,1515915625521882374,FLZHlgkMb1,2020-10-03
2020-10-03 00:04:19+00:00,view,473163,2144415926848585945,,deepcool,38.56,1515915625521903176,IPAEcs5BWo,2020-10-03
2020-10-03 00:04:24+00:00,view,4170514,2144415926890528986,computers.components.sound_card,orient,15.03,1515915625521903119,Yxqjhz6oFs,2020-10-03
2020-10-03 00:04:48+00:00,view,949109,2144415924684325027,electronics.audio.headphone,ginzzu,35.11,1515915625521378800,NMznCm50tG,2020-10-03
2020-10-03 00:04:57+00:00,view,3580610,2144415926848585945,,zalman,34.76,1515915625521903176,IPAEcs5BWo,2020-10-03
2020-10-03 00:05:15+00:00,view,3606492,2144415924491387038,computers.components.motherboard,asrock,81.14,1515915625521902097,9WhdwV89a6,2020-10-03
2020-10-03 00:05:37+00:00,cart,3606492,2144415924491387038,computers.components.motherboard,asrock,81.14,1515915625521902097,9WhdwV89a6,2020-10-03
2020-10-03 00:05:56+00:00,view,4047193,2144415927049912542,electronics.video.tv,bbk,281.21,1515915625521902966,l5JtJJPZfS,2020-10-03
2020-10-03 00:06:20+00:00,view,912936,2144415926848585945,,fractal,67.37,1515915625521903176,IPAEcs5BWo,2020-10-03
2020-10-03 00:07:25+00:00,view,220914,2144415924290060440,appliances.kitchen.blender,braun,164.44,1515915625521903575,ZQSNBnjBzu,2020-10-03
2020-10-03 00:10:57+00:00,view,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625521902173,2s9kmfs0op,2020-10-03
2020-10-03 00:11:18+00:00,purchase,3791351,2144415926966026460,computers.components.cpu,amd,204.29,1515915625521902173,2s9kmfs0op,2020-10-03
2020-10-03 00:11:18+00:00,purchase,3606492,2144415924491387038,computers.components.motherboard,asrock,81.14,1515915625521902173,2s9kmfs0op,2020-10-03
2020-10-03 00:11:37+00:00,view,799651,2144415926848585945,,thermaltake,67.92,1515915625521889620,spltxGz2Rt,2020-10-03
2020-10-03 00:14:03+00:00,view,1813580,2144415927645503728,,procase,128.06,1515915625521904086,3pV1EASPaQ,2020-10-03
2020-10-03 00:14:50+00:00,view,1484739,2144415926848585945,,zalman,54.52,1515915625521889620,spltxGz2Rt,2020-10-03
2020-10-03 00:15:40+00:00,view,564621,2144415935631458761,construction.tools.soldering,lukey,72.38,1515915625367438020,a05dfa0e-f13e-47d8-9b4f-db3ec130a57f,2020-10-03
2020-10-03 00:15:46+00:00,view,1443880,2144415922092245087,computers.peripherals.joystick,cbr,26.17,1515915625521904079,GVX1JqX7oL,2020-10-03
2020-10-03 00:15:59+00:00,view,1745194,2144415926848585945,,formula,69.73,1515915625521889620,spltxGz2Rt,2020-10-03
