event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2020-10-05 00:00:03+00:00,cart,1044616,2144415924751433893,computers.notebook,mobilepc,22.22,1515915625522442027,0iXND39Q7b,2020-10-05
2020-10-05 00:00:48+00:00,view,1044616,2144415924751433893,computers.notebook,mobilepc,22.22,1515915625522442027,0iXND39Q7b,2020-10-05
2020-10-05 00:00:48+00:00,view,1399785,2144415923384090754,,mio,87.48,1515915625522442172,fRZVyKFrGu,2020-10-05
2020-10-05 00:00:53+00:00,cart,1044616,2144415924751433893,computers.notebook,mobilepc,22.22,1515915625522442027,0iXND39Q7b,2020-10-05
2020-10-05 00:00:54+00:00,view,4170507,2144415929943982381,electronics.audio.microphone,maono,26.32,1515915625522441903,0E1WWUTwxq,2020-10-05
2020-10-05 00:01:43+00:00,purchase,1044616,2144415924751433893,computers.notebook,mobilepc,22.22,1515915625522442027,0iXND39Q7b,2020-10-05
2020-10-05 00:01:58+00:00,view,453808,2144415941578981993,computers.desktop,multitronics,93.13,1515915625522442221,6yqnkvoRbg,2020-10-05
2020-10-05 00:02:32+00:00,view,92624,2144415952459006878,,,64.29,1515915625492301628,qDkVfp83bt,2020-10-05
2020-10-05 00:04:42+00:00,view,1578612,2144415922872385653,electronics.tablet,xiaomi,284.3,1515915625522442463,PaHOG8gMjR,2020-10-05
2020-10-05 00:06:07+00:00,view,52552,2144415922016747613,computers.peripherals.wifi,mikrotik,87.75,1515915625522441516,0JXpz0d0qg,2020-10-05
2020-10-05 00:06:24+00:00,view,820437,2144415926932472027,computers.components.cooler,,15.87,1515915625522442660,qJalem5DIu,2020-10-05
2020-10-05 00:07:06+00:00,view,52708,2144415922016747613,computers.peripherals.wifi,ubiquiti,56.62,1515915625522441516,0JXpz0d0qg,2020-10-05
2020-10-05 00:07:19+00:00,view,798822,2144415922016747613,computers.peripherals.wifi,netis,23.48,1515915625522441516,0JXpz0d0qg,2020-10-05
2020-10-05 00:08:09+00:00,view,478474,2144415922016747613,computers.peripherals.wifi,tp-link,29.22,1515915625522441516,0JXpz0d0qg,2020-10-05
2020-10-05 00:09:06+00:00,view,1643037,2144415942501728900,country_yard.cultivator,patriot,491.9,1515915625522442863,afmQuZeRFE,2020-10-05
2020-10-05 00:11:08+00:00,view,3829432,2144415930053034288,,,37.22,1515915625522442989,UgV8JT1v5o,2020-10-05
2020-10-05 00:12:22+00:00,view,229412,2144415922016747613,computers.peripherals.wifi,asus,146.4,1515915625521883497,YhUAHlJsp6,2020-10-05
2020-10-05 00:13:22+00:00,view,1049293,2144415926554984657,construction.tools.drill,p.i.t.,71.68,1515915625516331993,x4kznhZYJc,2020-10-05
2020-10-05 00:16:23+00:00,view,1044759,2144415930053034288,,,12.62,1515915625522442989,UgV8JT1v5o,2020-10-05
2020-10-05 00:18:13+00:00,view,1813423,2144415930053034288,,perfeo,19.94,1515915625522442989,UgV8JT1v5o,2020-10-05
2020-10-05 00:23:05+00:00,view,1378996,2144415922016747613,computers.peripherals.wifi,zyxel,120.62,1515915625522444029,jgaJIUcj4A,2020-10-05
2020-10-05 00:23:59+00:00,view,3422697,2144415928878629136,,cactus,42.92,1515915625522444098,YOcnIYbeBY,2020-10-05
