event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2020-10-06 00:02:28+00:00,view,1703524,2144415922587172973,electronics.telephone,momax,45.4,1515915625517936010,Pb6UJXWQKj,2020-10-06
2020-10-06 00:04:56+00:00,view,721968,2144415928727634188,,,15.16,1515915625429765385,2ZBrVGLith,2020-10-06
2020-10-06 00:05:05+00:00,view,360412,2144415940379411019,,palmexx,96.35,1515915625511072495,CVGvjwfNDh,2020-10-06
2020-10-06 00:06:10+00:00,view,3689120,2144415927049912542,electronics.video.tv,lg,851.33,1515915625522738332,MMkDPWNxKj,2020-10-06
2020-10-06 00:08:42+00:00,view,716543,2144415958968565847,appliances.kitchen.juicer,,82.1,1515915625522738546,6sKOpGIbYk,2020-10-06
2020-10-06 00:08:52+00:00,view,716543,2144415958968565847,appliances.kitchen.juicer,,82.1,1515915625522737803,DHgTueyddf,2020-10-06
2020-10-06 00:10:32+00:00,view,4170512,2144415926966026460,computers.components.cpu,amd,547.97,1515915625522738569,cXeY3PL4jf,2020-10-06
2020-10-06 00:10:52+00:00,view,1674260,2144415925011480748,stationery.cartrige,lexmark,85.11,1515915625522738730,J3QszokwkS,2020-10-06
2020-10-06 00:11:07+00:00,view,1674260,2144415925011480748,stationery.cartrige,lexmark,85.11,1515915625522738730,J3QszokwkS,2020-10-06
2020-10-06 00:12:25+00:00,view,854911,2144415921169498184,,,19.05,1515915625432636868,XxLzmBdC3R,2020-10-06
2020-10-06 00:13:09+00:00,view,1747855,2144415942703055498,,kitfort,140.63,1515915625518792398,orEe9C3a0D,2020-10-06
2020-10-06 00:13:30+00:00,view,4013259,2144415922528452715,electronics.telephone,,78.57,1515915625522738958,IZOLAOhd2v,2020-10-06
2020-10-06 00:13:52+00:00,view,3699035,2144415973346640379,computers.components.hdd,,66.02,1515915625522738991,U5rhKZvmWq,2020-10-06
2020-10-06 00:14:20+00:00,view,542630,2144415959446716516,appliances.environment.vacuum,kitfort,43.83,1515915625522738799,F0tkCMYhBs,2020-10-06
2020-10-06 00:14:40+00:00,view,4044641,2144415924751433893,computers.notebook,alas,45.4,1515915625522737499,237EO63ouy,2020-10-06
2020-10-06 00:15:00+00:00,cart,4044641,2144415924751433893,computers.notebook,alas,45.4,1515915625522737499,237EO63ouy,2020-10-06
2020-10-06 00:16:22+00:00,view,947169,2144415933727244688,computers.peripherals.printer,elp,12.83,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:16:23+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:16:24+00:00,view,643298,2144415933727244688,computers.peripherals.printer,,11.84,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:18:50+00:00,view,1785246,2144415925011480748,stationery.cartrige,canon,45.24,1515915625513219134,snaQ2Zdxsl,2020-10-06
2020-10-06 00:21:46+00:00,view,3911030,2144415959572545640,construction.tools.light,,38.56,1515915625522739618,Zpfl7FDVAL,2020-10-06
2020-10-06 00:22:57+00:00,view,3911030,2144415959572545640,construction.tools.light,,38.56,1515915625522739618,Zpfl7FDVAL,2020-10-06
2020-10-06 00:29:56+00:00,view,294153,2144415925011480748,stationery.cartrige,epson,14.1,1515915625522740199,VXEcYKBeAU,2020-10-06
2020-10-06 00:31:42+00:00,view,643298,2144415933727244688,computers.peripherals.printer,,11.84,1515915625507134241,X0Qv4Kvuxl,2020-10-06
2020-10-06 00:31:45+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625507134241,X0Qv4Kvuxl,2020-10-06
2020-10-06 00:32:22+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:33+00:00,view,1821775,2144415933727244688,computers.peripherals.printer,,13.22,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:43+00:00,view,947169,2144415933727244688,computers.peripherals.printer,elp,12.83,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:43+00:00,view,643298,2144415933727244688,computers.peripherals.printer,,11.84,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:45+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:49+00:00,view,1821775,2144415933727244688,computers.peripherals.printer,,13.22,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:50+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:32:51+00:00,view,1821775,2144415933727244688,computers.peripherals.printer,,13.22,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 00:35:13+00:00,view,4102686,2144415925196030129,electronics.telephone,xiaomi,212.06,1515915625522740678,oN1D71PA78,2020-10-06
2020-10-06 00:36:27+00:00,view,1049293,2144415926554984657,construction.tools.drill,p.i.t.,71.68,1515915625516331993,x4kznhZYJc,2020-10-06
2020-10-06 00:37:18+00:00,view,177774,2144415926966026460,computers.components.cpu,amd,50.63,1515915625522512538,lBp91Fy70L,2020-10-06
2020-10-06 00:37:21+00:00,view,294153,2144415925011480748,stationery.cartrige,epson,14.1,1515915625522740615,g3Rt9SV1tn,2020-10-06
2020-10-06 00:37:56+00:00,view,4084762,2144415925196030129,electronics.telephone,realme,324.35,1515915625522740901,WcO76mJekg,2020-10-06
2020-10-06 00:38:02+00:00,view,3721192,2144415926848585945,,accord,33.19,1515915625516551440,ImSufnqBnt,2020-10-06
2020-10-06 00:38:11+00:00,view,177023,2144415926966026460,computers.components.cpu,amd,54.95,1515915625522512538,lBp91Fy70L,2020-10-06
2020-10-06 00:38:27+00:00,view,4084762,2144415925196030129,electronics.telephone,realme,324.35,1515915625522740901,GqZ6KuGzPH,2020-10-06
2020-10-06 00:38:51+00:00,view,177774,2144415926966026460,computers.components.cpu,amd,50.63,1515915625522512538,lBp91Fy70L,2020-10-06
2020-10-06 00:39:42+00:00,view,3759997,2144415923107266682,computers.peripherals.printer,canon,192.86,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 00:42:42+00:00,view,1559413,2144415922662670447,computers.ebooks,pocketbook,149.32,1515915625522741286,7snurq1Vtn,2020-10-06
2020-10-06 00:43:01+00:00,view,911839,2144415922092245087,computers.peripherals.joystick,sony,66.37,1515915625522741320,WDP0xXiUTD,2020-10-06
2020-10-06 00:43:41+00:00,view,622342,2144415923107266682,computers.peripherals.printer,hp,36.67,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 00:46:55+00:00,view,3620813,2144415929943982381,electronics.audio.microphone,ritmix,52.49,1515915625522741477,KrWLF0F0ye,2020-10-06
2020-10-06 00:49:13+00:00,view,523117,2144415924491387038,computers.components.motherboard,asrock,73.81,1515915625521279534,IJyifU6kqN,2020-10-06
2020-10-06 00:49:37+00:00,view,775032,2144415942703055498,,,134.44,1515915625522741823,8NHPNrLuPQ,2020-10-06
2020-10-06 00:53:25+00:00,view,1785246,2144415925011480748,stationery.cartrige,canon,45.24,1515915625522742103,wIaSku5gWo,2020-10-06
2020-10-06 00:54:23+00:00,view,193751,2144415927452565738,appliances.sewing_machine,janome,300.03,1515915625522742174,TLttYPDxPF,2020-10-06
2020-10-06 00:54:44+00:00,view,193751,2144415927452565738,appliances.sewing_machine,janome,300.03,1515915625522742207,ZkLYAmaoo4,2020-10-06
2020-10-06 00:56:24+00:00,view,193751,2144415927452565738,appliances.sewing_machine,janome,300.03,1515915625522742174,TLttYPDxPF,2020-10-06
2020-10-06 00:56:45+00:00,view,1831155,2144415926848585945,,deepcool,50.02,1515915625522742371,Ae46MbYHVx,2020-10-06
2020-10-06 00:56:49+00:00,view,193751,2144415927452565738,appliances.sewing_machine,janome,300.03,1515915625522742174,TLttYPDxPF,2020-10-06
2020-10-06 00:58:25+00:00,view,3760003,2144415923107266682,computers.peripherals.printer,canon,322.57,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 01:01:01+00:00,view,1803417,2144415944288502451,,spigen,14.13,1515915625522742759,7pIRg9zMHH,2020-10-06
2020-10-06 01:02:23+00:00,view,606444,2144415925162475696,stationery.paper,lomond,20.57,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 01:03:21+00:00,view,136700,2144415924491387038,computers.components.motherboard,asrock,77.73,1515915625521279534,IJyifU6kqN,2020-10-06
2020-10-06 01:03:25+00:00,view,1633562,2144415925011480748,stationery.cartrige,cactus,35.19,1515915625522742968,afcxVXPd16,2020-10-06
2020-10-06 01:03:59+00:00,view,4171060,2144415925011480748,stationery.cartrige,cactus,44.03,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 01:04:12+00:00,view,428809,2144415923610583175,,,985.21,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:04:34+00:00,view,1652053,2144415922528452715,electronics.telephone,sirius,19.68,1515915625522743065,WFBdRa9Ds1,2020-10-06
2020-10-06 01:05:27+00:00,view,1530273,2144415923610583175,,powercom,524.56,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:05:53+00:00,view,564677,2144415935631458761,construction.tools.soldering,,41.29,1515915625522624995,Dc7dqfZ3BP,2020-10-06
2020-10-06 01:06:00+00:00,view,128556,2144415923610583175,,ippon,851.75,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:07:12+00:00,view,465403,2144415923610583175,,cyberpower,852.86,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:07:26+00:00,view,4013522,2144415923107266682,computers.peripherals.printer,epson,229.38,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 01:07:53+00:00,view,1283598,2144415923610583175,,,896.1,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:08:13+00:00,view,3557145,2144415923610583175,,,902.78,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:08:14+00:00,view,809948,2144415924491387038,computers.components.motherboard,asus,64.48,1515915625521279534,IJyifU6kqN,2020-10-06
2020-10-06 01:08:35+00:00,view,1716102,2144415923610583175,,eaton,989.86,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:09:38+00:00,view,4154185,2144415923610583175,,powercom,510.84,1515915625480210894,tesItme6eP,2020-10-06
2020-10-06 01:09:40+00:00,view,643144,2144415933727244688,computers.peripherals.printer,,7.38,1515915625522743489,rk710VqCBJ,2020-10-06
2020-10-06 01:12:12+00:00,view,137302,2144415924491387038,computers.components.motherboard,asus,55.16,1515915625521279534,IJyifU6kqN,2020-10-06
2020-10-06 01:13:30+00:00,view,622342,2144415923107266682,computers.peripherals.printer,hp,36.67,1515915625522740778,I0m1OLooEG,2020-10-06
2020-10-06 01:13:50+00:00,view,1843522,2144415921169498184,,,15.08,1515915625522743815,bGyDkWxwjd,2020-10-06
2020-10-06 01:16:22+00:00,view,643298,2144415933727244688,computers.peripherals.printer,,11.84,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:16:22+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:16:23+00:00,view,947169,2144415933727244688,computers.peripherals.printer,elp,12.83,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:17:27+00:00,view,124712,2144415924424278172,electronics.audio.acoustic,edifier,204.79,1515915625522571407,OfgInbTUbN,2020-10-06
2020-10-06 01:21:15+00:00,view,399220,2144415926932472027,computers.components.cooler,deepcool,11.41,1515915625522744456,pwJzJp4FOU,2020-10-06
2020-10-06 01:25:15+00:00,view,378462,2144415944363999925,,belkin,11.75,1515915625522744247,yN4bE6qTd9,2020-10-06
2020-10-06 01:25:21+00:00,view,224302,2144415924751433893,computers.notebook,palmexx,28.1,1515915625522744827,szilZjQyPv,2020-10-06
2020-10-06 01:25:53+00:00,view,1011182,2144415927410622697,appliances.kitchen.microwave,gorenje,524.29,1515915625522744890,FTuvp2YKFf,2020-10-06
2020-10-06 01:29:21+00:00,view,1011182,2144415927410622697,appliances.kitchen.microwave,gorenje,524.29,1515915625522745211,UchZBv24jE,2020-10-06
2020-10-06 01:30:48+00:00,cart,1011182,2144415927410622697,appliances.kitchen.microwave,gorenje,524.29,1515915625522745211,UchZBv24jE,2020-10-06
2020-10-06 01:32:19+00:00,view,1821775,2144415933727244688,computers.peripherals.printer,,13.22,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:23+00:00,view,643298,2144415933727244688,computers.peripherals.printer,,11.84,1515915625507134241,X0Qv4Kvuxl,2020-10-06
2020-10-06 01:32:26+00:00,view,947169,2144415933727244688,computers.peripherals.printer,elp,12.83,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:27+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:28+00:00,view,643298,2144415933727244688,computers.peripherals.printer,,11.84,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:28+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625507134241,X0Qv4Kvuxl,2020-10-06
2020-10-06 01:32:29+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:30+00:00,view,1079510,2144415933727244688,computers.peripherals.printer,ricoh,32.92,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:32+00:00,view,1821775,2144415933727244688,computers.peripherals.printer,,13.22,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:32:36+00:00,view,1821775,2144415933727244688,computers.peripherals.printer,,13.22,1515915625522463421,ID6J915QwK,2020-10-06
2020-10-06 01:36:09+00:00,view,598876,2144415923107266682,computers.peripherals.printer,xerox,256.46,1515915625522745853,P9I22OHx7w,2020-10-06
2020-10-06 01:36:59+00:00,view,768735,2144415926554984657,construction.tools.drill,,73.9,1515915625522195741,3yBEi5QdPS,2020-10-06
2020-10-06 01:39:55+00:00,view,1785246,2144415925011480748,stationery.cartrige,canon,45.24,1515915625522742103,wIaSku5gWo,2020-10-06
2020-10-06 01:40:30+00:00,view,231452,2144415924348780698,computers.notebook,,27.08,1515915625522746277,8glOfR4y22,2020-10-06
2020-10-06 01:41:44+00:00,view,1414333,2144415927049912542,electronics.video.tv,lg,365.79,1515915625522746269,cGhebjrDNZ,2020-10-06
2020-10-06 01:42:40+00:00,view,3667787,2144415925011480748,stationery.cartrige,hp,324.22,1515915625522746491,VOR4PBiBxE,2020-10-06
2020-10-06 01:43:35+00:00,view,1634498,2144415927049912542,electronics.video.tv,samsung,265.84,1515915625522746480,or6RXA3dud,2020-10-06
2020-10-06 01:45:47+00:00,view,92361,2144415952601613218,,metabo,224.56,1515915625522746764,nKlgkKP46Q,2020-10-06
2020-10-06 01:46:20+00:00,view,895560,2144415929163841816,,,14.1,1515915625522746766,Mb23Ou6ciq,2020-10-06
2020-10-06 01:46:33+00:00,view,1829701,2144415925196030129,electronics.telephone,samsung,1106.16,1515915625522746813,HQ3yf2smqb,2020-10-06
2020-10-06 01:46:34+00:00,view,3960893,2144415924684325027,electronics.audio.headphone,hoco,21.11,1515915625522746725,IiYrM14YLG,2020-10-06
2020-10-06 01:46:52+00:00,view,1549932,2144415927049912542,electronics.video.tv,samsung,287.63,1515915625522746669,IlXpQO7vDu,2020-10-06
2020-10-06 01:47:32+00:00,view,678357,2144415935329468864,computers.notebook,topon,77.14,1515915625522746876,IYQCmfK2Vz,2020-10-06
2020-10-06 01:47:35+00:00,view,864114,2144415924751433893,computers.notebook,mobilepc,23.33,1515915625522746852,vZkVw7iDV5,2020-10-06
2020-10-06 01:48:41+00:00,view,864114,2144415924751433893,computers.notebook,mobilepc,23.33,1515915625522746852,vZkVw7iDV5,2020-10-06
2020-10-06 01:49:34+00:00,view,471387,2144415925011480748,stationery.cartrige,nv-print,13.86,1515915625522747063,vvNw9piTJs,2020-10-06
2020-10-06 01:52:42+00:00,view,4170340,2144415934608048556,computers.peripherals.printer,,10.27,1515915625410522205,jI3eu3mJiV,2020-10-06
