event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2020-10-02 00:00:44+00:00,view,145378,2144415926966026460,computers.components.cpu,amd,53.37,1515915625521610507,4Vf428cwaa,2020-10-02
2020-10-02 00:02:32+00:00,view,3829355,2144415922528452715,electronics.telephone,,32.22,1515915625521611102,7c6m02FcsM,2020-10-02
2020-10-02 00:03:10+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625521611164,3GhhoTu31d,2020-10-02
2020-10-02 00:03:15+00:00,view,1282324,2144415935329468864,computers.notebook,alas,61.29,1515915625521610673,hp2NCxWH7x,2020-10-02
2020-10-02 00:04:12+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625521611256,McAcFDO6l6,2020-10-02
2020-10-02 00:05:08+00:00,cart,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625521611256,McAcFDO6l6,2020-10-02
2020-10-02 00:07:49+00:00,purchase,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625521611256,McAcFDO6l6,2020-10-02
2020-10-02 00:08:36+00:00,view,4170516,2144415926890528986,computers.components.sound_card,orient,16.78,1515915625521611559,nl9Xpg4PMV,2020-10-02
2020-10-02 00:09:26+00:00,view,3627385,2144415925196030129,electronics.telephone,samsung,133.7,1515915625521611498,gqjCUZcXId,2020-10-02
2020-10-02 00:10:39+00:00,view,426749,2144415930178863411,,,19.35,1515915625495123856,3Boe7h5fli,2020-10-02
2020-10-02 00:13:53+00:00,view,3511632,2144415929818153258,,,71.4,1515915625521612106,LNlvHIbWK0,2020-10-02
2020-10-02 00:20:41+00:00,view,145379,2144415926966026460,computers.components.cpu,amd,57.27,1515915625521610507,4Vf428cwaa,2020-10-02
2020-10-02 00:23:01+00:00,view,1503535,2144415923107266682,computers.peripherals.printer,canon,489.9,1515915625521612860,OHefcunqxa,2020-10-02
2020-10-02 00:23:27+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625521612534,QBU02w2WaL,2020-10-02
2020-10-02 00:25:57+00:00,view,4154414,2144415922427789416,computers.components.videocards,gigabyte,202.67,1515915625521612534,QBU02w2WaL,2020-10-02
2020-10-02 00:26:35+00:00,view,367306,2144415925011480748,stationery.cartrige,,16.44,1515915625521610771,PzKl4V8rCX,2020-10-02
2020-10-02 00:27:36+00:00,view,790605,2144415948256314150,computers.peripherals.keyboard,,151.08,1515915625521613273,WgMKiZK7ZZ,2020-10-02
2020-10-02 00:32:11+00:00,view,3828509,2144415942350733951,,bort,78.89,1515915625520256426,sctbYy1txT,2020-10-02
2020-10-02 00:33:08+00:00,view,4099645,2144415922427789416,computers.components.videocards,gigabyte,292.83,1515915625521612534,QBU02w2WaL,2020-10-02
