event_time,event_type,product_id,category_id,category_code,brand,price,user_id,user_session,event_date
2020-09-26 00:00:26+00:00,view,4171143,2144415925196030129,electronics.telephone,samsung,339.16,1515915625519778093,slzNWWR52H,2020-09-26
2020-09-26 00:02:15+00:00,view,455048,2144415938886238754,furniture.living_room.shelving,,28.65,1515915625518477795,Ol3F8sPG74,2020-09-26
2020-09-26 00:04:08+00:00,view,455045,2144415938886238754,furniture.living_room.shelving,,27.3,1515915625518477795,Ol3F8sPG74,2020-09-26
2020-09-26 00:04:20+00:00,view,3422627,2144415926445932750,electronics.audio.acoustic,ural,40.48,1515915625519851152,phMnGGtq4P,2020-09-26
2020-09-26 00:06:56+00:00,view,4079429,2144415923837075596,electronics.audio.acoustic,jbl,100.38,1515915625519851357,JqIoyXwHp0,2020-09-26
2020-09-26 00:08:13+00:00,view,3759011,2144415923207929981,auto.accessories.player,pioneer,686.97,1515915625519851441,zLYqw1yHNx,2020-09-26
2020-09-26 00:09:35+00:00,view,3829913,2144415923107266682,computers.peripherals.printer,pantum,116.05,1515915625440807395,xuMc3h7InP,2020-09-26
2020-09-26 00:10:10+00:00,view,1785245,2144415925011480748,stationery.cartrige,canon,43.11,1515915625519851589,HgmY9DIYyU,2020-09-26
2020-09-26 00:11:27+00:00,view,3987950,2144415926554984657,construction.tools.drill,bort,77.56,1515915625519851675,KMAsKDu7H0,2020-09-26
2020-09-26 00:11:50+00:00,view,215539,2144415923535085701,,hynix,17.62,1515915625519851697,eUcSdQK5b8,2020-09-26
2020-09-26 00:12:00+00:00,view,3987950,2144415926554984657,construction.tools.drill,bort,77.56,1515915625519851675,KMAsKDu7H0,2020-09-26
2020-09-26 00:12:38+00:00,view,1785245,2144415925011480748,stationery.cartrige,canon,43.11,1515915625519851589,6kzs8jqgf6,2020-09-26
2020-09-26 00:14:34+00:00,view,1246988,2144415922201296994,,,11.7,1515915625389059178,1ssmz3aabU,2020-09-26
2020-09-26 00:16:48+00:00,view,1821486,2144415924684325027,electronics.audio.headphone,jbl,72.68,1515915625519851973,6rFMMlruOG,2020-09-26
2020-09-26 00:18:20+00:00,view,408472,2144415925011480748,stationery.cartrige,,14.08,1515915625519852150,bn1wQr4g6F,2020-09-26
2020-09-26 00:18:39+00:00,view,1400143,2144415922528452715,electronics.telephone,samsung,26.19,1515915625519845512,YTN2V9X0TA,2020-09-26
2020-09-26 00:21:51+00:00,view,846922,2144415942904382094,,pitatel,29.05,1515915625519852457,xl3D6AxxGD,2020-09-26
2020-09-26 00:23:30+00:00,view,1660966,2144415925196030129,electronics.telephone,nokia,143.4,1515915625519852584,b5JdAqWnU0,2020-09-26
2020-09-26 00:26:43+00:00,view,1045051,2144415922587172973,electronics.telephone,spigen,1.57,1515915625519852864,FrDfIAbooG,2020-09-26
2020-09-26 00:28:11+00:00,view,775032,2144415942703055498,,,134.44,1515915625519852992,GA6a1T32QH,2020-09-26
2020-09-26 00:30:02+00:00,view,4170512,2144415926966026460,computers.components.cpu,amd,547.97,1515915625519852743,o9iKDG02fx,2020-09-26
2020-09-26 00:35:12+00:00,view,3623542,2144415922016747613,computers.peripherals.wifi,zte,61.27,1515915625519853495,daEpUovlN6,2020-09-26
2020-09-26 00:37:11+00:00,view,1027695,2144415923577028742,computers.peripherals.mouse,logitech,107.13,1515915625505764470,af348c2c-b60e-45fd-84a6-8e9df599a37c,2020-09-26
2020-09-26 00:38:48+00:00,view,752137,2144415933794353554,,,55.41,1515915625519853760,V9gRVIuuvx,2020-09-26
2020-09-26 00:42:06+00:00,view,1559413,2144415922662670447,computers.ebooks,pocketbook,149.32,1515915625519854042,eNNpxQ1QAw,2020-09-26
2020-09-26 00:46:20+00:00,view,753486,2144415934800986545,construction.tools.welding,wester,126.52,1515915625519854380,k5pX6Jjpis,2020-09-26
2020-09-26 00:51:38+00:00,view,85962,2144415926445932750,electronics.audio.acoustic,pioneer,227.3,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 00:52:23+00:00,view,3828163,2144415921203052617,,acv,23.57,1515915625519854767,EhhryZyfAy,2020-09-26
2020-09-26 00:52:48+00:00,view,85962,2144415926445932750,electronics.audio.acoustic,pioneer,227.3,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 00:56:14+00:00,view,1528868,2144415944103953070,,,56.08,1515915625519855085,pbQS7Upgx6,2020-09-26
2020-09-26 00:56:51+00:00,view,835364,2144415921169498184,,,15.87,1515915625519854878,xkneirQS3X,2020-09-26
2020-09-26 00:57:52+00:00,cart,835364,2144415921169498184,,,15.87,1515915625519854878,xkneirQS3X,2020-09-26
2020-09-26 00:59:02+00:00,view,167424,2144415926445932750,electronics.audio.acoustic,pioneer,50.95,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 00:59:07+00:00,view,898207,2144415944103953070,,,97.37,1515915625519855085,pbQS7Upgx6,2020-09-26
2020-09-26 00:59:24+00:00,view,167423,2144415926445932750,electronics.audio.acoustic,pioneer,41.75,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 00:59:45+00:00,view,87414,2144415926445932750,electronics.audio.acoustic,morel,113.81,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 00:59:56+00:00,view,1843507,2144415923207929981,auto.accessories.player,pioneer,153.83,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:00:06+00:00,view,87414,2144415926445932750,electronics.audio.acoustic,morel,113.81,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:00:52+00:00,view,1843507,2144415923207929981,auto.accessories.player,pioneer,153.83,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:00:59+00:00,view,87414,2144415926445932750,electronics.audio.acoustic,morel,113.81,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:01:35+00:00,view,1829956,2144415925011480748,stationery.cartrige,canon,112.06,1515915625519855562,ptDHGMRgYc,2020-09-26
2020-09-26 01:01:37+00:00,view,835364,2144415921169498184,,,15.87,1515915625519855565,527KD4aUO0,2020-09-26
2020-09-26 01:02:10+00:00,view,635808,2144415923107266682,computers.peripherals.printer,hp,522.44,1515915625519855603,MpkLNe9qp8,2020-09-26
2020-09-26 01:02:49+00:00,view,1803665,2144415923014991993,auto.accessories.videoregister,,63.33,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:04:06+00:00,view,3829913,2144415923107266682,computers.peripherals.printer,pantum,116.05,1515915625470930743,mNNrGSVo7K,2020-09-26
2020-09-26 01:09:06+00:00,view,3829765,2144415942996656784,,,11.9,1515915625519855923,owEyHP8KsI,2020-09-26
2020-09-26 01:10:08+00:00,view,1795247,2144415923014991993,auto.accessories.videoregister,pioneer,67.78,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:10:57+00:00,view,1795247,2144415923014991993,auto.accessories.videoregister,pioneer,67.78,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:11:26+00:00,view,1803826,2144415939330834990,computers.peripherals.printer,inktec,8.16,1515915625519855990,0LzUvjoCh1,2020-09-26
2020-09-26 01:12:32+00:00,view,1250496,2144415926445932750,electronics.audio.acoustic,pioneer,150.65,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:12:47+00:00,view,85962,2144415926445932750,electronics.audio.acoustic,pioneer,227.3,1515915625519854720,cfZG1lzOw4,2020-09-26
2020-09-26 01:15:57+00:00,view,903734,2144415922201296994,,palmexx,20.95,1515915625519856589,KGzKnk4eP6,2020-09-26
2020-09-26 01:16:04+00:00,view,903733,2144415922201296994,,palmexx,20.95,1515915625519856589,KGzKnk4eP6,2020-09-26
2020-09-26 01:16:08+00:00,view,1400143,2144415922528452715,electronics.telephone,samsung,26.19,1515915625519845512,YTN2V9X0TA,2020-09-26
2020-09-26 01:17:42+00:00,view,193469,2144415927452565738,appliances.sewing_machine,jaguar,209.16,1515915625516886427,eotvcGB8WK,2020-09-26
